preDexNum,preId,preFormKey,evoDexNum,evoId,evoFormKey,en,es-ES,es-419,fr,it,de,zh-Hans,zh-Hant,pt-BR,ko,ja,ca,eu,da,th,tr,ro,ru,id,hi,tl,nb-NO,sv,uk,vi,pl
265,WURMPLE,,268,CASCOON,,During Night or Dusk|At Level 7,Durante la noche o el anochecer|Al Nv.7,During Night or Dusk|At Level 7,De Nuit ou au Crépuscule|Au N. 7,Durante la Notte o al Tramonto|Al Livello 7,Während Nacht oder Abenddämmerung|Auf Lv. 7,在夜晚或黄昏|在等级7,在夜晚或黃昏|在等級7,Durante Noite ou Crepúsculo|No Nível 7,밤 또는 황혼|레벨 7,夜や夕方に|Lv.7で,Durant la Nit o el Vespre|Al nivell 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,Ночью или в сумерках|На 7 Ур.,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,During Night or Dusk|At Level 7,På natten eller skymningen|Vid nivå 7,During Night or Dusk|At Level 7,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 7,During Night or Dusk|Na Poziomie 7
266,SILCOON,,267,BEAUTIFLY,,At Level 10,Al Nv.10,At Level 10,Au N. 10,Al Livello 10,Auf Lv. 10,在等级10,在等級10,No Nível 10,레벨 10,Lv.10で,Al nivell 10,At Level 10,At Level 10,At Level 10,At Level 10,At Level 10,На 10 Ур.,At Level 10,At Level 10,At Level 10,At Level 10,Vid nivå 10,At Level 10,Ở Cấp 10,Na Poziomie 10
268,CASCOON,,269,DUSTOX,,At Level 10,Al Nv.10,At Level 10,Au N. 10,Al Livello 10,Auf Lv. 10,在等级10,在等級10,No Nível 10,레벨 10,Lv.10で,Al nivell 10,At Level 10,At Level 10,At Level 10,At Level 10,At Level 10,На 10 Ур.,At Level 10,At Level 10,At Level 10,At Level 10,Vid nivå 10,At Level 10,Ở Cấp 10,Na Poziomie 10
270,LOTAD,,271,LOMBRE,,At Level 14,Al Nv.14,At Level 14,Au N. 14,Al Livello 14,Auf Lv. 14,在等级14,在等級14,No Nível 14,레벨 14,Lv.14で,Al nivell 14,At Level 14,At Level 14,At Level 14,At Level 14,At Level 14,На 14 Ур.,At Level 14,At Level 14,At Level 14,At Level 14,Vid nivå 14,At Level 14,Ở Cấp 14,Na Poziomie 14
271,LOMBRE,,272,LUDICOLO,,Use the Water Stone (Great),Usa Piedra Agua (Súper),Use the Piedra Agua (Great),Avec l’objet Pierre Eau (Super),Con l’oggetto Pietraidrica(Mega),Benötigt Wasserstein (Super),使用水之石 (超级球),使用水之石 (超級球),Use Pedra da Água (Super),아이템 사용: 물의돌 (슈퍼),みずのいし (スーパー)を 使う,Utilitza l’objecte Water Stone (Súper),Use the Water Stone (Great),Use the Water Stone (Great),Use the Water Stone (Great),Use the Su Taşı (Great),Use the Water Stone (Great),Используйте Водный Камень Мега,Use the Batu Air (Great),Use the Water Stone (Great),Use the Water Stone (Great),Use the Water Stone (Great),Använd förmålet Vattensten (Super),Use the Водний Камінь (Great),Sử dụng vật phẩm Water Stone (Great),Use the Water Stone (Great)
273,SEEDOT,,274,NUZLEAF,,At Level 14,Al Nv.14,At Level 14,Au N. 14,Al Livello 14,Auf Lv. 14,在等级14,在等級14,No Nível 14,레벨 14,Lv.14で,Al nivell 14,At Level 14,At Level 14,At Level 14,At Level 14,At Level 14,На 14 Ур.,At Level 14,At Level 14,At Level 14,At Level 14,Vid nivå 14,At Level 14,Ở Cấp 14,Na Poziomie 14
274,NUZLEAF,,275,SHIFTRY,,Use the Leaf Stone (Great),Usa Piedra Hoja (Súper),Use the Piedra Hoja (Great),Avec l’objet Pierre Plante (Super),Con l’oggetto Pietrafoglia(Mega),Benötigt Blattstein (Super),使用叶之石 (超级球),使用葉之石 (超級球),Use Pedra da Folha (Super),아이템 사용: 리프의돌 (슈퍼),リーフのいし (スーパー)を 使う,Utilitza l’objecte Leaf Stone (Súper),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Yaprak Taşı (Great),Use the Leaf Stone (Great),Используйте Лиственный Камень Мега,Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Använd förmålet Lövsten (Super),Use the Листовий Камінь (Great),Sử dụng vật phẩm Leaf Stone (Great),Use the Leaf Stone (Great)
276,TAILLOW,,277,SWELLOW,,At Level 22,Al Nv.22,At Level 22,Au N. 22,Al Livello 22,Auf Lv. 22,在等级22,在等級22,No Nível 22,레벨 22,Lv.22で,Al nivell 22,At Level 22,At Level 22,At Level 22,At Level 22,At Level 22,На 22 Ур.,At Level 22,At Level 22,At Level 22,At Level 22,Vid nivå 22,At Level 22,Ở Cấp 22,Na Poziomie 22
278,WINGULL,,279,PELIPPER,,At Level 25,Al Nv.25,At Level 25,Au N. 25,Al Livello 25,Auf Lv. 25,在等级25,在等級25,No Nível 25,레벨 25,Lv.25で,Al nivell 25,At Level 25,At Level 25,At Level 25,At Level 25,At Level 25,На 25 Ур.,At Level 25,At Level 25,At Level 25,At Level 25,Vid nivå 25,At Level 25,Ở Cấp 25,Na Poziomie 25
280,RALTS,,281,KIRLIA,,At Level 20,Al Nv.20,At Level 20,Au N. 20,Al Livello 20,Auf Lv. 20,在等级20,在等級20,No Nível 20,레벨 20,Lv.20で,Al nivell 20,At Level 20,At Level 20,At Level 20,At Level 20,At Level 20,На 20 Ур.,At Level 20,At Level 20,At Level 20,At Level 20,Vid nivå 20,At Level 20,Ở Cấp 20,Na Poziomie 20
281,KIRLIA,,282,GARDEVOIR,,At Level 30,Al Nv.30,At Level 30,Au N. 30,Al Livello 30,Auf Lv. 30,在等级30,在等級30,No Nível 30,레벨 30,Lv.30で,Al nivell 30,At Level 30,At Level 30,At Level 30,At Level 30,At Level 30,На 30 Ур.,At Level 30,At Level 30,At Level 30,At Level 30,Vid nivå 30,At Level 30,Ở Cấp 30,Na Poziomie 30
281,KIRLIA,,475,GALLADE,,(♂ only)|Use the Dawn Stone (Great),(♂ solo)|Usa Piedra Alba (Súper),(♂ only)|Use the Piedra Alba (Great),(♂ uniquement)|Avec l’objet Pierre Aube (Super),(Solo ♂)|Con l’oggetto Pietralbore(Mega),(Nur ♂)|Benötigt Funkelstein (Super),(仅♂)|使用觉醒之石 (超级球),(僅♂)|使用覺醒之石 (超級球),(somente ♂)|Use Pedra da Alvorada (Super),(♂ 한정)|아이템 사용: 각성의돌 (슈퍼),(♂のみ)|めざめいし (スーパー)を 使う,(només ♂)|Utilitza l’objecte Dawn Stone (Súper),(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Şafak Taşı (Great),(♂ only)|Use the Dawn Stone (Great),(Только ♂)|Используйте Камень Рассвета Мега,(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Dawn Stone (Great),(♂ only)|Use the Dawn Stone (Great),(Endast ♂)|Använd förmålet Vaknadsten (Super),(♂ only)|Use the Камінь Світанка (Great),(chỉ ♂)|Sử dụng vật phẩm Dawn Stone (Great),(Tylko ♂)|Use the Dawn Stone (Great)
283,SURSKIT,,284,MASQUERAIN,,At Level 22,Al Nv.22,At Level 22,Au N. 22,Al Livello 22,Auf Lv. 22,在等级22,在等級22,No Nível 22,레벨 22,Lv.22で,Al nivell 22,At Level 22,At Level 22,At Level 22,At Level 22,At Level 22,На 22 Ур.,At Level 22,At Level 22,At Level 22,At Level 22,Vid nivå 22,At Level 22,Ở Cấp 22,Na Poziomie 22
285,SHROOMISH,,286,BRELOOM,,At Level 23,Al Nv.23,At Level 23,Au N. 23,Al Livello 23,Auf Lv. 23,在等级23,在等級23,No Nível 23,레벨 23,Lv.23で,Al nivell 23,At Level 23,At Level 23,At Level 23,At Level 23,At Level 23,На 23 Ур.,At Level 23,At Level 23,At Level 23,At Level 23,Vid nivå 23,At Level 23,Ở Cấp 23,Na Poziomie 23
287,SLAKOTH,,288,VIGOROTH,,At Level 18,Al Nv.18,At Level 18,Au N. 18,Al Livello 18,Auf Lv. 18,在等级18,在等級18,No Nível 18,레벨 18,Lv.18で,Al nivell 18,At Level 18,At Level 18,At Level 18,At Level 18,At Level 18,На 18 Ур.,At Level 18,At Level 18,At Level 18,At Level 18,Vid nivå 18,At Level 18,Ở Cấp 18,Na Poziomie 18
288,VIGOROTH,,289,SLAKING,,At Level 36,Al Nv.36,At Level 36,Au N. 36,Al Livello 36,Auf Lv. 36,在等级36,在等級36,No Nível 36,레벨 36,Lv.36で,Al nivell 36,At Level 36,At Level 36,At Level 36,At Level 36,At Level 36,На 36 Ур.,At Level 36,At Level 36,At Level 36,At Level 36,Vid nivå 36,At Level 36,Ở Cấp 36,Na Poziomie 36
290,NINCADA,,291,NINJASK,,At Level 20,Al Nv.20,At Level 20,Au N. 20,Al Livello 20,Auf Lv. 20,在等级20,在等級20,No Nível 20,레벨 20,Lv.20で,Al nivell 20,At Level 20,At Level 20,At Level 20,At Level 20,At Level 20,На 20 Ур.,At Level 20,At Level 20,At Level 20,At Level 20,Vid nivå 20,At Level 20,Ở Cấp 20,Na Poziomie 20
290,NINCADA,,292,SHEDINJA,,If there is an empty space in the party|At Level 20,Si hay espacio libre en tu equipo|Al Nv.20,If there is an empty space in the party|At Level 20,S’il y a une place libre dans l’équipe|Au N. 20,Se c’è uno spazio libero in squadra|Al Livello 20,Solange Platz im Team ist|Auf Lv. 20,队伍中有空位|在等级20,隊伍中有空位|在等級20,Se tiver um espaço vazio na equipe|No Nível 20,포켓몬 슬롯이 1자리 이상 비어 있어야 함|레벨 20,手持ちに 空きが あれば|Lv.20で,Si hi ha un espai buit a l’equip|Al nivell 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,Если в отряде есть свободное место|На 20 Ур.,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,If there is an empty space in the party|At Level 20,När det finns en tom plats i ditt lag|Vid nivå 20,If there is an empty space in the party|At Level 20,Nếu còn chỗ trống trong tổ đội|Ở Cấp 20,If there is an empty space in the party|Na Poziomie 20
293,WHISMUR,,294,LOUDRED,,At Level 20,Al Nv.20,At Level 20,Au N. 20,Al Livello 20,Auf Lv. 20,在等级20,在等級20,No Nível 20,레벨 20,Lv.20で,Al nivell 20,At Level 20,At Level 20,At Level 20,At Level 20,At Level 20,На 20 Ур.,At Level 20,At Level 20,At Level 20,At Level 20,Vid nivå 20,At Level 20,Ở Cấp 20,Na Poziomie 20
294,LOUDRED,,295,EXPLOUD,,At Level 40,Al Nv.40,At Level 40,Au N. 40,Al Livello 40,Auf Lv. 40,在等级40,在等級40,No Nível 40,레벨 40,Lv.40で,Al nivell 40,At Level 40,At Level 40,At Level 40,At Level 40,At Level 40,На 40 Ур.,At Level 40,At Level 40,At Level 40,At Level 40,Vid nivå 40,At Level 40,Ở Cấp 40,Na Poziomie 40
296,MAKUHITA,,297,HARIYAMA,,At Level 24,Al Nv.24,At Level 24,Au N. 24,Al Livello 24,Auf Lv. 24,在等级24,在等級24,No Nível 24,레벨 24,Lv.24で,Al nivell 24,At Level 24,At Level 24,At Level 24,At Level 24,At Level 24,На 24 Ур.,At Level 24,At Level 24,At Level 24,At Level 24,Vid nivå 24,At Level 24,Ở Cấp 24,Na Poziomie 24
298,AZURILL,,183,MARILL,,With high friendship,Teniendo suficiente amistad,With high friendship,Bonheur élevé,Con sufficiente amicizia,Mit hoher Zutraulichkeit,高亲密度,高親密度,Tendo amizade alta,특정 친밀도 이상일 때,仲良し度が 高ければ,With high friendship,With high friendship,With high friendship,With high friendship,With high friendship,With high friendship,С высокой дружбой,With high friendship,With high friendship,With high friendship,With high friendship,Med hög vänskap,With high friendship,Với điểm tình bạn cao,With high friendship
299,NOSEPASS,,476,PROBOPASS,,Use the Thunder Stone (Great),Usa Piedra Trueno (Súper),Use the Piedra Trueno (Great),Avec l’objet Pierre Foudre (Super),Con l’oggetto Pietratuono(Mega),Benötigt Donnerstein (Super),使用雷之石 (超级球),使用雷之石 (超級球),Use Pedra do Trovão (Super),아이템 사용: 천둥의돌 (슈퍼),かみなりのいし (スーパー)を 使う,Utilitza l’objecte Thunder Stone (Súper),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Yıldırım Taşı (Great),Use the Thunder Stone (Great),Используйте Громовой Камень Мега,Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Använd förmålet Åsksten (Super),Use the Електро-Камінь (Great),Sử dụng vật phẩm Thunder Stone (Great),Use the Thunder Stone (Great)
300,SKITTY,,301,DELCATTY,,Use the Moon Stone (Great),Usa Piedra Lunar (Súper),Use the Piedra Lunar (Great),Avec l’objet Pierre Lune (Super),Con l’oggetto Pietralunare(Mega),Benötigt Mondstein (Super),使用月之石 (超级球),使用月之石 (超級球),Use Pedra da Lua (Super),아이템 사용: 달의돌 (슈퍼),つきのいし (スーパー)を 使う,Utilitza l’objecte Moon Stone (Súper),Use the Moon Stone (Great),Use the Moon Stone (Great),Use the Moon Stone (Great),Use the Ay Taşı (Great),Use the Moon Stone (Great),Используйте Лунный Камень Мега,Use the Moon Stone (Great),Use the Moon Stone (Great),Use the Moon Stone (Great),Use the Moon Stone (Great),Använd förmålet Månsten (Super),Use the Місячний Камінь (Great),Sử dụng vật phẩm Moon Stone (Great),Use the Moon Stone (Great)
304,ARON,,305,LAIRON,,At Level 32,Al Nv.32,At Level 32,Au N. 32,Al Livello 32,Auf Lv. 32,在等级32,在等級32,No Nível 32,레벨 32,Lv.32で,Al nivell 32,At Level 32,At Level 32,At Level 32,At Level 32,At Level 32,На 32 Ур.,At Level 32,At Level 32,At Level 32,At Level 32,Vid nivå 32,At Level 32,Ở Cấp 32,Na Poziomie 32
305,LAIRON,,306,AGGRON,,At Level 42,Al Nv.42,At Level 42,Au N. 42,Al Livello 42,Auf Lv. 42,在等级42,在等級42,No Nível 42,레벨 42,Lv.42で,Al nivell 42,At Level 42,At Level 42,At Level 42,At Level 42,At Level 42,На 42 Ур.,At Level 42,At Level 42,At Level 42,At Level 42,Vid nivå 42,At Level 42,Ở Cấp 42,Na Poziomie 42
307,MEDITITE,,308,MEDICHAM,,At Level 37,Al Nv.37,At Level 37,Au N. 37,Al Livello 37,Auf Lv. 37,在等级37,在等級37,No Nível 37,레벨 37,Lv.37で,Al nivell 37,At Level 37,At Level 37,At Level 37,At Level 37,At Level 37,На 37 Ур.,At Level 37,At Level 37,At Level 37,At Level 37,Vid nivå 37,At Level 37,Ở Cấp 37,Na Poziomie 37
309,ELECTRIKE,,310,MANECTRIC,,At Level 26,Al Nv.26,At Level 26,Au N. 26,Al Livello 26,Auf Lv. 26,在等级26,在等級26,No Nível 26,레벨 26,Lv.26で,Al nivell 26,At Level 26,At Level 26,At Level 26,At Level 26,At Level 26,На 26 Ур.,At Level 26,At Level 26,At Level 26,At Level 26,Vid nivå 26,At Level 26,Ở Cấp 26,Na Poziomie 26
315,ROSELIA,,407,ROSERADE,,Use the Shiny Stone (Great),Usa Piedra Día (Súper),Use the Piedra Día (Great),Avec l’objet Pierre Éclat (Super),Con l’oggetto Pietrabrillo(Mega),Benötigt Leuchtstein (Super),使用光之石 (超级球),使用光之石 (超級球),Use Pedra Brilhante (Super),아이템 사용: 빛의돌 (슈퍼),ひかりのいし (スーパー)を 使う,Utilitza l’objecte Shiny Stone (Súper),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Parlak Taş (Great),Use the Shiny Stone (Great),Используйте Сияющий Камень Мега,Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Use the Shiny Stone (Great),Använd förmålet Ljussten (Super),Use the Близкучий Камінь (Great),Sử dụng vật phẩm Shiny Stone (Great),Use the Shiny Stone (Great)
316,GULPIN,,317,SWALOT,,At Level 26,Al Nv.26,At Level 26,Au N. 26,Al Livello 26,Auf Lv. 26,在等级26,在等級26,No Nível 26,레벨 26,Lv.26で,Al nivell 26,At Level 26,At Level 26,At Level 26,At Level 26,At Level 26,На 26 Ур.,At Level 26,At Level 26,At Level 26,At Level 26,Vid nivå 26,At Level 26,Ở Cấp 26,Na Poziomie 26
318,CARVANHA,,319,SHARPEDO,,At Level 30,Al Nv.30,At Level 30,Au N. 30,Al Livello 30,Auf Lv. 30,在等级30,在等級30,No Nível 30,레벨 30,Lv.30で,Al nivell 30,At Level 30,At Level 30,At Level 30,At Level 30,At Level 30,На 30 Ур.,At Level 30,At Level 30,At Level 30,At Level 30,Vid nivå 30,At Level 30,Ở Cấp 30,Na Poziomie 30
320,WAILMER,,321,WAILORD,,At Level 40,Al Nv.40,At Level 40,Au N. 40,Al Livello 40,Auf Lv. 40,在等级40,在等級40,No Nível 40,레벨 40,Lv.40で,Al nivell 40,At Level 40,At Level 40,At Level 40,At Level 40,At Level 40,На 40 Ур.,At Level 40,At Level 40,At Level 40,At Level 40,Vid nivå 40,At Level 40,Ở Cấp 40,Na Poziomie 40
322,NUMEL,,323,CAMERUPT,,At Level 33,Al Nv.33,At Level 33,Au N. 33,Al Livello 33,Auf Lv. 33,在等级33,在等級33,No Nível 33,레벨 33,Lv.33で,Al nivell 33,At Level 33,At Level 33,At Level 33,At Level 33,At Level 33,На 33 Ур.,At Level 33,At Level 33,At Level 33,At Level 33,Vid nivå 33,At Level 33,Ở Cấp 33,Na Poziomie 33
325,SPOINK,,326,GRUMPIG,,At Level 32,Al Nv.32,At Level 32,Au N. 32,Al Livello 32,Auf Lv. 32,在等级32,在等級32,No Nível 32,레벨 32,Lv.32で,Al nivell 32,At Level 32,At Level 32,At Level 32,At Level 32,At Level 32,На 32 Ур.,At Level 32,At Level 32,At Level 32,At Level 32,Vid nivå 32,At Level 32,Ở Cấp 32,Na Poziomie 32
328,TRAPINCH,,329,VIBRAVA,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
329,VIBRAVA,,330,FLYGON,,At Level 45,Al Nv.45,At Level 45,Au N. 45,Al Livello 45,Auf Lv. 45,在等级45,在等級45,No Nível 45,레벨 45,Lv.45で,Al nivell 45,At Level 45,At Level 45,At Level 45,At Level 45,At Level 45,На 45 Ур.,At Level 45,At Level 45,At Level 45,At Level 45,Vid nivå 45,At Level 45,Ở Cấp 45,Na Poziomie 45
331,CACNEA,,332,CACTURNE,,At Level 32,Al Nv.32,At Level 32,Au N. 32,Al Livello 32,Auf Lv. 32,在等级32,在等級32,No Nível 32,레벨 32,Lv.32で,Al nivell 32,At Level 32,At Level 32,At Level 32,At Level 32,At Level 32,На 32 Ур.,At Level 32,At Level 32,At Level 32,At Level 32,Vid nivå 32,At Level 32,Ở Cấp 32,Na Poziomie 32
333,SWABLU,,334,ALTARIA,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
