dexNum,speciesId,preFormKey,evoFormKey,en,es-ES,es-419,fr,de,it,pr-BR,ko,ja,zh-Hans,zh-Hant,th,ca,eu,tr,ru,uk,pl,id,hi,vi,da,sv,tl
354,BANETTE,mega,,Deactivating Banettite,Desactivando Banettita,Deactivating Banettita,Avec l’objet Branettite désactivé,Banetteonit deaktivieren,Disattivando Banettite,Deactivating Banettite,다크펫나이트[[를]] 통해 비활성화,ジュペッタナイトを 無効に すれば,禁用了诅咒娃娃进化石,禁用了詛咒娃娃進化石,Deactivating Banettite,Desactivant Banettite,Deactivating Banettite,Deactivating Banettite,Деактивация Банеттит,Deactivating Банеттит,Dezaktywując: Banettyt,Deactivating Banettite,Deactivating Banettite,Vô Hiệu Hoá Banettite,Deactivating Banettite,Vid avaktivering av Banettit,Deactivating Banettite
358,CHIMECHO,,mega,Activating Chimechite,Activando Chimechita,Activating Chimechita,Avec l’objet Éokite activé,Palimpalimonit aktivieren,Attivando Chimechite,Activating Chimechite,치렁나이트[[를]] 통해 폼체인지,チリーンナイトを 有効に すれば,激活了风铃铃进化石,活化了風鈴鈴進化石,Activating Chimechite,Activant Chimechite,Activating Chimechite,Activating Chimechite,Активация Чаймекит,Activating Chimechite,Aktywując: Chimechotyt,Activating Chimechite,Activating Chimechite,Kích hoạt Chimechite,Activating Chimechite,Vid aktivering av Chimechit,Activating Chimechite
358,CHIMECHO,mega,,Deactivating Chimechite,Desactivando Chimechita,Deactivating Chimechita,Avec l’objet Éokite désactivé,Palimpalimonit deaktivieren,Disattivando Chimechite,Deactivating Chimechite,치렁나이트[[를]] 통해 비활성화,チリーンナイトを 無効に すれば,禁用了风铃铃进化石,禁用了風鈴鈴進化石,Deactivating Chimechite,Desactivant Chimechite,Deactivating Chimechite,Deactivating Chimechite,Деактивация Чаймекит,Deactivating Chimechite,Dezaktywując: Chimechotyt,Deactivating Chimechite,Deactivating Chimechite,Vô Hiệu Hoá Chimechite,Deactivating Chimechite,Vid avaktivering av Chimechit,Deactivating Chimechite
359,ABSOL,,mega,Activating Absolite,Activando Absolita,Activating Absolita,Avec l’objet Absolite activé,Absolnit aktivieren,Attivando Absolite,Activating Absolite,앱솔나이트[[를]] 통해 폼체인지,アブソルナイトを 有効に すれば,激活了阿勃梭鲁进化石,活化了阿勃梭魯進化石,Activating Absolite,Activant Absolite,Activating Absolite,Activating Absolite,Активация Абсолит,Activating Абсоліт,Aktywując: Absolit,Activating Absolite,Activating Absolite,Kích hoạt Absolite,Activating Absolite,Vid aktivering av Absolit,Activating Absolite
359,ABSOL,,mega-z,Activating Absolite Z,Activando Absolita Z,Activating Absolita Z,Avec l’objet Absolite Z activé,Absolnit Z aktivieren,Attivando Absolite Z,Activating Absolite Z,앱솔나이트Z[[를]] 통해 폼체인지,アブソルナイトＺを 有効に すれば,激活了阿勃梭鲁进化石Ｚ,活化了阿勃梭魯進化石Ｚ,Activating Absolite Z,Activant Absolite Z,Activating Absolite Z,Activating Absolite Z,Активация Абомасит Z,Activating Absolite Z,Aktywując: Absolit Z,Activating Absolite Z,Activating Absolite Z,Kích hoạt Absolite Z,Activating Absolite Z,Vid aktivering av Absolit Z,Activating Absolite Z
359,ABSOL,mega,,Deactivating Absolite,Desactivando Absolita,Deactivating Absolita,Avec l’objet Absolite désactivé,Absolnit deaktivieren,Disattivando Absolite,Deactivating Absolite,앱솔나이트[[를]] 통해 비활성화,アブソルナイトを 無効に すれば,禁用了阿勃梭鲁进化石,禁用了阿勃梭魯進化石,Deactivating Absolite,Desactivant Absolite,Deactivating Absolite,Deactivating Absolite,Деактивация Абсолит,Deactivating Абсоліт,Dezaktywując: Absolit,Deactivating Absolite,Deactivating Absolite,Vô Hiệu Hoá Absolite,Deactivating Absolite,Vid avaktivering av Absolit,Deactivating Absolite
359,ABSOL,mega-z,,Deactivating Absolite Z,Desactivando Absolita Z,Deactivating Absolita Z,Avec l’objet Absolite Z désactivé,Absolnit Z deaktivieren,Disattivando Absolite Z,Deactivating Absolite Z,앱솔나이트Z[[를]] 통해 비활성화,アブソルナイトＺを 無効に すれば,禁用了阿勃梭鲁进化石Ｚ,禁用了阿勃梭魯進化石Ｚ,Deactivating Absolite Z,Desactivant Absolite Z,Deactivating Absolite Z,Deactivating Absolite Z,Деактивация Абомасит Z,Deactivating Absolite Z,Dezaktywując: Absolit Z,Deactivating Absolite Z,Deactivating Absolite Z,Vô Hiệu Hoá Absolite Z,Deactivating Absolite Z,Vid avaktivering av Absolit Z,Deactivating Absolite Z
362,GLALIE,,mega,Activating Glalitite,Activando Glalita,Activating Glalita,Avec l’objet Oniglalite activé,Firnontornit aktivieren,Attivando Glalite,Activating Glalitite,얼음귀신나이트[[를]] 통해 폼체인지,オニゴーリナイトを 有効に すれば,激活了冰鬼护进化石,活化了冰鬼護進化石,Activating Glalitite,Activant Glalitite,Activating Glalitite,Activating Glalitite,Активация Глалитит,Activating Глалітит,Aktywując: Glalityt,Activating Glalitite,Activating Glalitite,Kích hoạt Glalitite,Activating Glalitite,Vid aktivering av Glalitit,Activating Glalitite
362,GLALIE,mega,,Deactivating Glalitite,Desactivando Glalita,Deactivating Glalita,Avec l’objet Oniglalite désactivé,Firnontornit deaktivieren,Disattivando Glalite,Deactivating Glalitite,얼음귀신나이트[[를]] 통해 비활성화,オニゴーリナイトを 無効に すれば,禁用了冰鬼护进化石,禁用了冰鬼護進化石,Deactivating Glalitite,Desactivant Glalitite,Deactivating Glalitite,Deactivating Glalitite,Деактивация Глалитит,Deactivating Глалітит,Dezaktywując: Glalityt,Deactivating Glalitite,Deactivating Glalitite,Vô Hiệu Hoá Glalitite,Deactivating Glalitite,Vid avaktivering av Glalitit,Deactivating Glalitite
373,SALAMENCE,,mega,Activating Salamencite,Activando Salamencita,Activating Salamencita,Avec l’objet Drattakite activé,Brutalandanit aktivieren,Attivando Salamencite,Activating Salamencite,보만다나이트[[를]] 통해 폼체인지,ボーマンダナイトを 有効に すれば,激活了暴飞龙进化石,活化了暴飛龍進化石,Activating Salamencite,Activant Salamencite,Activating Salamencite,Activating Salamencite,Активация Саламенсит,Activating Саламенцит,Aktywując: Salamencyt,Activating Salamencite,Activating Salamencite,Kích hoạt Salamencite,Activating Salamencite,Vid aktivering av Salamencit,Activating Salamencite
373,SALAMENCE,mega,,Deactivating Salamencite,Desactivando Salamencita,Deactivating Salamencita,Avec l’objet Drattakite désactivé,Brutalandanit deaktivieren,Disattivando Salamencite,Deactivating Salamencite,보만다나이트[[를]] 통해 비활성화,ボーマンダナイトを 無効に すれば,禁用了暴飞龙进化石,禁用了暴飛龍進化石,Deactivating Salamencite,Desactivant Salamencite,Deactivating Salamencite,Deactivating Salamencite,Деактивация Саламенсит,Deactivating Саламенцит,Dezaktywując: Salamencyt,Deactivating Salamencite,Deactivating Salamencite,Vô Hiệu Hoá Salamencite,Deactivating Salamencite,Vid avaktivering av Salamencit,Deactivating Salamencite
376,METAGROSS,,mega,Activating Metagrossite,Activando Metagrossita,Activating Metagrossita,Avec l’objet Métalossite activé,Metagrossnit aktivieren,Attivando Metagrossite,Activating Metagrossite,메타그로스나이트[[를]] 통해 폼체인지,メタグロスナイトを 有効に すれば,激活了巨金怪进化石,活化了巨金怪進化石,Activating Metagrossite,Activant Metagrossite,Activating Metagrossite,Activating Metagrossite,Активация Метагроссит,Activating Метагроссит,Aktywując: Metagrossyt,Activating Metagrossite,Activating Metagrossite,Kích hoạt Metagrossite,Activating Metagrossite,Vid aktivering av Metagrossit,Activating Metagrossite
376,METAGROSS,mega,,Deactivating Metagrossite,Desactivando Metagrossita,Deactivating Metagrossita,Avec l’objet Métalossite désactivé,Metagrossnit deaktivieren,Disattivando Metagrossite,Deactivating Metagrossite,메타그로스나이트[[를]] 통해 비활성화,メタグロスナイトを 無効に すれば,禁用了巨金怪进化石,禁用了巨金怪進化石,Deactivating Metagrossite,Desactivant Metagrossite,Deactivating Metagrossite,Deactivating Metagrossite,Деактивация Метагроссит,Deactivating Метагроссит,Dezaktywując: Metagrossyt,Deactivating Metagrossite,Deactivating Metagrossite,Vô Hiệu Hoá Metagrossite,Deactivating Metagrossite,Vid avaktivering av Metagrossit,Deactivating Metagrossite
380,LATIAS,,mega,Activating Latiasite,Activando Latiasita,Activating Latiasita,Avec l’objet Latiasite activé,Latiasnit aktivieren,Attivando Latiasite,Activating Latiasite,라티아스나이트[[를]] 통해 폼체인지,ラティアスナイトを 有効に すれば,激活了拉帝亚斯进化石,活化了拉帝亞斯進化石,Activating Latiasite,Activant Latiasite,Activating Latiasite,Activating Latiasite,Активация Латиасит,Activating Латіазит,Aktywując: Latiasyt,Activating Latiasite,Activating Latiasite,Kích hoạt Latiasite,Activating Latiasite,Vid aktivering av Latiasit,Activating Latiasite
380,LATIAS,mega,,Deactivating Latiasite,Desactivando Latiasita,Deactivating Latiasita,Avec l’objet Latiasite désactivé,Latiasnit deaktivieren,Disattivando Latiasite,Deactivating Latiasite,라티아스나이트[[를]] 통해 비활성화,ラティアスナイトを 無効に すれば,禁用了拉帝亚斯进化石,禁用了拉帝亞斯進化石,Deactivating Latiasite,Desactivant Latiasite,Deactivating Latiasite,Deactivating Latiasite,Деактивация Латиасит,Deactivating Латіазит,Dezaktywując: Latiasyt,Deactivating Latiasite,Deactivating Latiasite,Vô Hiệu Hoá Latiasite,Deactivating Latiasite,Vid avaktivering av Latiasit,Deactivating Latiasite
381,LATIOS,,mega,Activating Latiosite,Activando Latiosita,Activating Latiosita,Avec l’objet Latiosite activé,Latiosnit aktivieren,Attivando Latiosite,Activating Latiosite,라티오스나이트[[를]] 통해 폼체인지,ラティオスナイトを 有効に すれば,激活了拉帝欧斯进化石,活化了拉帝歐斯進化石,Activating Latiosite,Activant Latiosite,Activating Latiosite,Activating Latiosite,Активация Латиосит,Activating Латіозит,Aktywując: Latiosyt,Activating Latiosite,Activating Latiosite,Kích hoạt Latiosite,Activating Latiosite,Vid aktivering av Latiosit,Activating Latiosite
381,LATIOS,mega,,Deactivating Latiosite,Desactivando Latiosita,Deactivating Latiosita,Avec l’objet Latiosite désactivé,Latiosnit deaktivieren,Disattivando Latiosite,Deactivating Latiosite,라티오스나이트[[를]] 통해 비활성화,ラティオスナイトを 無効に すれば,禁用了拉帝欧斯进化石,禁用了拉帝歐斯進化石,Deactivating Latiosite,Desactivant Latiosite,Deactivating Latiosite,Deactivating Latiosite,Деактивация Латиосит,Deactivating Латіозит,Dezaktywując: Latiosyt,Deactivating Latiosite,Deactivating Latiosite,Vô Hiệu Hoá Latiosite,Deactivating Latiosite,Vid avaktivering av Latiosit,Deactivating Latiosite
382,KYOGRE,,primal,Activating Blue Orb,Activando Prisma Azul,Activating Prisma Azul,Avec l’objet Gemme Bleue activé,Blauer Edelstein aktivieren,Attivando Gemma Blu,Activating Blue Orb,쪽빛구슬[[를]] 통해 폼체인지,あいいろのたまを 有効に すれば,激活了靛蓝色宝珠,活化了靛藍色寶珠,Activating Blue Orb,Activant Blue Orb,Activating Blue Orb,Activating Mavi Küre,Активация Синий Шар,Activating Blue Orb,Aktywując: Blue Orb,Activating Blue Orb,Activating Blue Orb,Kích hoạt Thủy Lam Cầu,Activating Blue Orb,Vid aktivering av Indigoklot,Activating Blue Orb
382,KYOGRE,primal,,Deactivating Blue Orb,Desactivando Prisma Azul,Deactivating Prisma Azul,Avec l’objet Gemme Bleue désactivé,Blauer Edelstein deaktivieren,Disattivando Gemma Blu,Deactivating Blue Orb,쪽빛구슬[[를]] 통해 비활성화,あいいろのたまを 無効に すれば,禁用了靛蓝色宝珠,禁用了靛藍色寶珠,Deactivating Blue Orb,Desactivant Blue Orb,Deactivating Blue Orb,Deactivating Mavi Küre,Деактивация Синий Шар,Deactivating Blue Orb,Dezaktywując: Blue Orb,Deactivating Blue Orb,Deactivating Blue Orb,Vô Hiệu Hoá Thủy Lam Cầu,Deactivating Blue Orb,Vid avaktivering av Indigoklot,Deactivating Blue Orb
383,GROUDON,,primal,Activating Red Orb,Activando Prisma Rojo,Activating Prisma Rojo,Avec l’objet Gemme Rouge activé,Roter Edelstein aktivieren,Attivando Gemma Rossa,Activating Red Orb,주홍구슬[[를]] 통해 폼체인지,べにいろのたまを 有効に すれば,激活了朱红色宝珠,活化了硃紅色寶珠,Activating Red Orb,Activant Red Orb,Activating Red Orb,Activating Kızıl Küre,Активация Красный Шар,Activating Red Orb,Aktywując: Red Orb,Activating Red Orb,Activating Red Orb,Kích hoạt Thổ Hồng Cầu,Activating Red Orb,Vid aktivering av Karmosinklot,Activating Red Orb
